item_id,order_id,product_category,product_name,quantity,unit_price,total_price
67,22,Electronics,Electronics_Product_33,2,324.07,648.14
68,23,Sports,Sports_Product_25,1,149.75,149.75
69,23,Sports,Sports_Product_10,3,30.7,92.1
70,23,Clothing,Clothing_Product_5,1,149.72,149.72
71,23,Books,Books_Product_33,3,49.69,149.07
72,23,Books,Books_Product_27,3,35.21,105.63
73,24,Home & Garden,Home & Garden_Product_4,3,258.85,776.55
74,24,Home & Garden,Home & Garden_Product_29,3,207.98,623.94
75,24,Clothing,Clothing_Product_19,3,45.35,136.05
76,24,Books,Books_Product_15,2,23.15,46.3
77,24,Clothing,Clothing_Product_45,1,117.26,117.26
78,25,Clothing,Clothing_Product_24,2,144.49,288.98
79,25,Electronics,Electronics_Product_24,1,302.21,302.21
80,26,Home & Garden,Home & Garden_Product_15,2,151.22,302.44
81,26,Home & Garden,Home & Garden_Product_35,1,253.23,253.23
82,26,Electronics,Electronics_Product_38,3,459.17,1377.51
83,26,Home & Garden,Home & Garden_Product_22,2,193.5,387.0
84,27,Electronics,Electronics_Product_10,3,233.83,701.49
85,27,Home & Garden,Home & Garden_Product_12,1,200.81,200.81
86,27,Sports,Sports_Product_27,1,27.71,27.71
87,28,Sports,Sports_Product_48,2,149.49,298.98
88,28,Electronics,Electronics_Product_2,2,441.26,882.52
89,28,Home & Garden,Home & Garden_Product_33,1,297.28,297.28
90,29,Books,Books_Product_9,2,46.17,92.34
91,29,Clothing,Clothing_Product_19,3,92.4,277.2
92,29,Electronics,Electronics_Product_38,2,453.84,907.68
93,29,Home & Garden,Home & Garden_Product_3,3,59.1,177.3
94,29,Electronics,Electronics_Product_27,2,464.33,928.66
95,30,Home & Garden,Home & Garden_Product_45,2,147.64,295.28
96,30,Electronics,Electronics_Product_33,3,132.55,397.65
97,30,Electronics,Electronics_Product_38,3,453.02,1359.06
98,30,Clothing,Clothing_Product_21,2,104.42,208.84
99,31,Electronics,Electronics_Product_50,2,375.14,750.28
100,31,Electronics,Electronics_Product_4,2,183.81,367.62
101,31,Home & Garden,Home & Garden_Product_33,3,272.27,816.81
102,31,Sports,Sports_Product_25,2,99.67,199.34
103,32,Sports,Sports_Product_48,1,191.86,191.86
104,32,Sports,Sports_Product_34,2,152.92,305.84
105,32,Electronics,Electronics_Product_7,2,445.81,891.62
106,33,Electronics,Electronics_Product_32,2,103.35,206.7
107,33,Clothing,Clothing_Product_17,2,135.1,270.2
108,33,Books,Books_Product_43,1,40.14,40.14
109,34,Electronics,Electronics_Product_49,3,143.08,429.24
110,34,Electronics,Electronics_Product_35,1,319.28,319.28
111,34,Clothing,Clothing_Product_2,2,45.37,90.74
112,35,Electronics,Electronics_Product_28,3,473.81,1421.43
113,35,Home & Garden,Home & Garden_Product_19,2,170.64,341.28
114,35,Books,Books_Product_29,1,38.65,38.65
115,36,Clothing,Clothing_Product_18,1,31.29,31.29
116,36,Home & Garden,Home & Garden_Product_6,2,61.44,122.88
117,36,Home & Garden,Home & Garden_Product_21,1,90.06,90.06
118,36,Electronics,Electronics_Product_41,2,200.9,401.8
119,37,Home & Garden,Home & Garden_Product_21,3,50.0,150.0
120,37,Sports,Sports_Product_46,1,31.71,31.71
121,37,Sports,Sports_Product_43,3,80.57,241.71
122,37,Sports,Sports_Product_41,3,134.56,403.68
123,37,Electronics,Electronics_Product_15,2,111.59,223.18
124,38,Electronics,Electronics_Product_47,1,118.14,118.14
125,38,Clothing,Clothing_Product_6,3,37.13,111.39
126,39,Sports,Sports_Product_28,1,156.15,156.15
127,39,Electronics,Electronics_Product_46,1,300.98,300.98
128,39,Electronics,Electronics_Product_40,2,238.17,476.34
129,39,Clothing,Clothing_Product_23,3,95.91,287.73
130,39,Clothing,Clothing_Product_20,1,105.4,105.4
131,40,Sports,Sports_Product_41,2,141.9,283.8
132,40,Clothing,Clothing_Product_19,2,66.43,132.86
133,41,Electronics,Electronics_Product_27,2,483.31,966.62
134,42,Clothing,Clothing_Product_12,1,106.11,106.11
135,42,Clothing,Clothing_Product_23,1,61.46,61.46
136,42,Home & Garden,Home & Garden_Product_32,2,220.3,440.6
137,42,Home & Garden,Home & Garden_Product_19,1,215.55,215.55
138,43,Clothing,Clothing_Product_4,2,135.68,271.36
139,43,Home & Garden,Home & Garden_Product_21,3,117.26,351.78
140,43,Clothing,Clothing_Product_26,2,125.17,250.34
141,44,Books,Books_Product_15,3,20.73,62.19
142,44,Clothing,Clothing_Product_29,2,126.41,252.82
143,44,Clothing,Clothing_Product_35,1,94.43,94.43
144,45,Sports,Sports_Product_40,3,44.31,132.93
145,45,Clothing,Clothing_Product_47,1,98.64,98.64
146,46,Sports,Sports_Product_22,3,40.79,122.37
147,47,Sports,Sports_Product_4,3,121.76,365.28
148,47,Clothing,Clothing_Product_11,1,67.07,67.07
149,47,Sports,Sports_Product_15,3,94.22,282.66
150,48,Sports,Sports_Product_27,2,184.36,368.72
151,48,Electronics,Electronics_Product_3,1,380.0,380.0
152,48,Sports,Sports_Product_7,3,157.15,471.45
153,49,Clothing,Clothing_Product_19,1,83.04,83.04
154,49,Clothing,Clothing_Product_16,3,49.9,149.7
155,49,Electronics,Electronics_Product_42,2,387.46,774.92
156,49,Clothing,Clothing_Product_6,2,126.38,252.76
157,49,Electronics,Electronics_Product_49,3,277.03,831.09
158,50,Electronics,Electronics_Product_39,3,384.19,1152.57
159,50,Books,Books_Product_26,3,13.82,41.46
160,50,Electronics,Electronics_Product_21,2,322.56,645.12
161,50,Clothing,Clothing_Product_18,2,116.65,233.3
162,51,Electronics,Electronics_Product_37,3,168.92,506.76
163,51,Clothing,Clothing_Product_15,1,57.86,57.86
164,51,Books,Books_Product_19,2,32.44,64.88
165,51,Books,Books_Product_25,1,31.33,31.33
166,52,Books,Books_Product_49,2,39.1,78.2
167,53,Home & Garden,Home & Garden_Product_2,3,152.11,456.33
168,53,Clothing,Clothing_Product_31,2,50.18,100.36
169,53,Home & Garden,Home & Garden_Product_10,2,203.56,407.12
170,53,Sports,Sports_Product_36,1,195.77,195.77
171,53,Electronics,Electronics_Product_38,2,439.17,878.34
172,54,Electronics,Electronics_Product_34,2,231.44,462.88
173,54,Home & Garden,Home & Garden_Product_4,1,182.99,182.99
174,55,Electronics,Electronics_Product_10,2,190.15,380.3
175,55,Electronics,Electronics_Product_27,3,360.05,1080.15
176,55,Sports,Sports_Product_49,1,71.93,71.93
177,55,Home & Garden,Home & Garden_Product_21,2,161.96,323.92
178,56,Clothing,Clothing_Product_36,3,112.15,336.45
179,56,Sports,Sports_Product_7,1,198.73,198.73
180,57,Home & Garden,Home & Garden_Product_11,1,131.44,131.44
181,57,Clothing,Clothing_Product_29,1,35.79,35.79
182,57,Sports,Sports_Product_32,2,44.89,89.78
183,57,Electronics,Electronics_Product_9,2,411.42,822.84
184,58,Clothing,Clothing_Product_28,1,21.2,21.2
185,58,Books,Books_Product_18,3,38.8,116.4
186,58,Clothing,Clothing_Product_37,2,99.96,199.92
187,58,Home & Garden,Home & Garden_Product_44,3,68.21,204.63
188,58,Electronics,Electronics_Product_24,3,326.3,978.9
189,59,Home & Garden,Home & Garden_Product_22,1,157.47,157.47
190,59,Books,Books_Product_11,1,38.81,38.81
191,59,Clothing,Clothing_Product_21,1,127.82,127.82
192,59,Clothing,Clothing_Product_1,1,39.55,39.55
193,59,Clothing,Clothing_Product_7,3,44.4,133.2
194,60,Clothing,Clothing_Product_30,3,32.31,96.93
195,60,Home & Garden,Home & Garden_Product_36,3,48.03,144.09
196,60,Sports,Sports_Product_13,1,85.37,85.37
197,60,Electronics,Electronics_Product_38,2,419.34,838.68
198,60,Home & Garden,Home & Garden_Product_17,2,129.16,258.32
199,61,Clothing,Clothing_Product_38,1,105.72,105.72
200,61,Electronics,Electronics_Product_12,2,378.8,757.6
201,61,Electronics,Electronics_Product_38,3,96.04,288.12
202,61,Home & Garden,Home & Garden_Product_50,3,133.4,400.2
203,61,Sports,Sports_Product_40,3,130.84,392.52
204,62,Electronics,Electronics_Product_14,1,51.2,51.2
205,62,Electronics,Electronics_Product_10,1,411.51,411.51
206,62,Electronics,Electronics_Product_5,2,443.58,887.16
207,62,Sports,Sports_Product_29,3,34.13,102.39
208,63,Home & Garden,Home & Garden_Product_49,3,118.31,354.93
209,63,Electronics,Electronics_Product_50,2,302.07,604.14
210,63,Clothing,Clothing_Product_34,2,81.68,163.36
211,63,Clothing,Clothing_Product_14,3,30.17,90.51
212,64,Books,Books_Product_10,3,43.34,130.02
213,64,Sports,Sports_Product_45,2,123.09,246.18
214,65,Home & Garden,Home & Garden_Product_42,2,180.63,361.26
215,65,Clothing,Clothing_Product_30,2,23.29,46.58
216,65,Sports,Sports_Product_14,2,85.55,171.1
217,66,Home & Garden,Home & Garden_Product_25,1,299.43,299.43
218,66,Clothing,Clothing_Product_13,1,141.32,141.32
219,66,Clothing,Clothing_Product_38,1,88.38,88.38
220,66,Clothing,Clothing_Product_17,2,32.23,64.46
221,66,Clothing,Clothing_Product_3,2,21.69,43.38
222,67,Home & Garden,Home & Garden_Product_46,3,137.54,412.62
223,67,Electronics,Electronics_Product_2,3,331.37,994.11
224,67,Sports,Sports_Product_41,3,187.33,561.99
225,68,Clothing,Clothing_Product_49,3,81.55,244.65
226,68,Clothing,Clothing_Product_2,2,33.51,67.02
227,68,Home & Garden,Home & Garden_Product_48,3,222.59,667.77
228,68,Electronics,Electronics_Product_27,1,432.92,432.92
229,69,Electronics,Electronics_Product_21,1,336.87,336.87
230,70,Sports,Sports_Product_42,1,73.56,73.56
231,71,Home & Garden,Home & Garden_Product_21,3,119.82,359.46
232,71,Sports,Sports_Product_47,3,54.61,163.83
233,71,Books,Books_Product_26,3,30.65,91.95
234,71,Clothing,Clothing_Product_5,1,106.8,106.8
235,71,Electronics,Electronics_Product_47,1,392.58,392.58
236,72,Electronics,Electronics_Product_39,2,249.53,499.06
237,72,Electronics,Electronics_Product_41,1,277.46,277.46
238,72,Home & Garden,Home & Garden_Product_20,1,256.22,256.22
239,73,Home & Garden,Home & Garden_Product_37,2,61.78,123.56
240,73,Sports,Sports_Product_6,2,40.07,80.14
241,73,Electronics,Electronics_Product_6,3,90.75,272.25
242,74,Clothing,Clothing_Product_50,1,101.46,101.46
243,74,Electronics,Electronics_Product_24,3,54.7,164.1
244,75,Electronics,Electronics_Product_20,1,375.92,375.92
245,75,Sports,Sports_Product_48,1,137.41,137.41
246,75,Sports,Sports_Product_25,1,48.23,48.23
247,75,Home & Garden,Home & Garden_Product_37,1,78.06,78.06
248,76,Clothing,Clothing_Product_13,2,128.59,257.18
249,76,Electronics,Electronics_Product_29,3,182.72,548.16
250,76,Electronics,Electronics_Product_24,3,270.45,811.35
251,77,Sports,Sports_Product_44,3,116.53,349.59
252,77,Sports,Sports_Product_25,3,31.43,94.29
253,77,Electronics,Electronics_Product_28,3,305.92,917.76
254,78,Home & Garden,Home & Garden_Product_14,2,214.14,428.28
255,78,Clothing,Clothing_Product_48,3,145.9,437.7
256,78,Sports,Sports_Product_17,1,40.88,40.88
257,79,Clothing,Clothing_Product_34,1,24.09,24.09
258,79,Home & Garden,Home & Garden_Product_30,1,80.33,80.33
259,80,Clothing,Clothing_Product_38,3,93.29,279.87
260,80,Books,Books_Product_41,1,22.89,22.89
261,80,Clothing,Clothing_Product_27,1,137.13,137.13
262,80,Clothing,Clothing_Product_12,1,63.77,63.77
263,80,Books,Books_Product_35,2,22.25,44.5
264,81,Sports,Sports_Product_30,3,101.83,305.49
265,81,Home & Garden,Home & Garden_Product_26,3,217.51,652.53
266,82,Sports,Sports_Product_39,2,69.2,138.4
267,82,Clothing,Clothing_Product_3,2,108.21,216.42
268,82,Books,Books_Product_7,3,45.1,135.3
269,82,Clothing,Clothing_Product_26,3,120.63,361.89
270,83,Electronics,Electronics_Product_39,2,280.49,560.98
271,83,Books,Books_Product_37,1,47.71,47.71
272,83,Sports,Sports_Product_4,2,47.73,95.46
273,83,Books,Books_Product_23,1,22.37,22.37
274,83,Clothing,Clothing_Product_43,1,41.49,41.49
275,84,Electronics,Electronics_Product_6,2,127.43,254.86
276,84,Electronics,Electronics_Product_6,2,435.99,871.98
277,85,Electronics,Electronics_Product_1,2,299.91,599.82
278,85,Clothing,Clothing_Product_36,2,64.81,129.62
279,86,Home & Garden,Home & Garden_Product_25,3,276.46,829.38
280,86,Sports,Sports_Product_25,1,148.59,148.59
281,86,Electronics,Electronics_Product_26,1,393.37,393.37
282,86,Sports,Sports_Product_47,3,182.15,546.45
283,87,Home & Garden,Home & Garden_Product_32,2,174.21,348.42
284,87,Home & Garden,Home & Garden_Product_15,1,291.96,291.96
285,87,Sports,Sports_Product_24,1,56.18,56.18
286,87,Clothing,Clothing_Product_40,1,85.19,85.19
287,88,Sports,Sports_Product_15,3,185.05,555.15
288,88,Electronics,Electronics_Product_20,1,134.59,134.59
289,88,Clothing,Clothing_Product_12,3,64.15,192.45
290,88,Clothing,Clothing_Product_44,2,57.05,114.1
291,88,Sports,Sports_Product_12,2,31.09,62.18
292,89,Clothing,Clothing_Product_30,1,87.26,87.26
293,89,Sports,Sports_Product_7,3,85.6,256.8
294,90,Sports,Sports_Product_9,2,27.14,54.28
295,90,Home & Garden,Home & Garden_Product_1,2,133.68,267.36
296,90,Clothing,Clothing_Product_28,2,144.79,289.58
297,90,Sports,Sports_Product_48,2,78.02,156.04
298,91,Home & Garden,Home & Garden_Product_33,2,246.65,493.3
299,92,Sports,Sports_Product_24,3,149.6,448.8
300,92,Electronics,Electronics_Product_35,2,130.48,260.96
301,92,Sports,Sports_Product_10,1,177.31,177.31
302,93,Clothing,Clothing_Product_17,3,141.44,424.32
303,94,Clothing,Clothing_Product_28,2,99.89,199.78
304,94,Electronics,Electronics_Product_32,1,176.77,176.77
305,95,Clothing,Clothing_Product_24,3,135.59,406.77
306,95,Electronics,Electronics_Product_50,2,201.86,403.72
307,95,Sports,Sports_Product_19,1,119.98,119.98
308,95,Clothing,Clothing_Product_20,2,22.28,44.56
309,96,Home & Garden,Home & Garden_Product_35,1,126.46,126.46
310,97,Electronics,Electronics_Product_9,1,87.82,87.82
311,97,Home & Garden,Home & Garden_Product_18,2,200.89,401.78
312,97,Clothing,Clothing_Product_16,3,79.54,238.62
313,97,Books,Books_Product_34,3,46.14,138.42
314,98,Clothing,Clothing_Product_3,2,29.95,59.9
315,98,Electronics,Electronics_Product_7,3,489.58,1468.74
316,98,Clothing,Clothing_Product_22,1,147.43,147.43
317,98,Books,Books_Product_26,2,39.97,79.94
318,98,Electronics,Electronics_Product_47,2,477.66,955.32
319,99,Sports,Sports_Product_13,1,100.85,100.85
320,100,Electronics,Electronics_Product_35,3,186.44,559.32
321,100,Sports,Sports_Product_24,1,67.66,67.66
322,100,Home & Garden,Home & Garden_Product_18,2,88.11,176.22
323,100,Home & Garden,Home & Garden_Product_33,2,240.14,480.28
324,100,Home & Garden,Home & Garden_Product_44,1,193.25,193.25
325,101,Electronics,Electronics_Product_27,1,233.23,233.23
326,101,Home & Garden,Home & Garden_Product_39,2,104.19,208.38
327,101,Sports,Sports_Product_15,1,136.1,136.1
328,102,Electronics,Electronics_Product_40,1,196.07,196.07
329,102,Electronics,Electronics_Product_38,2,370.42,740.84
330,103,Home & Garden,Home & Garden_Product_31,2,118.76,237.52
331,103,Books,Books_Product_21,2,10.5,21.0
332,103,Clothing,Clothing_Product_48,2,77.77,155.54
333,103,Clothing,Clothing_Product_44,1,89.19,89.19
334,104,Electronics,Electronics_Product_6,3,64.52,193.56
335,104,Home & Garden,Home & Garden_Product_6,2,181.56,363.12
336,104,Electronics,Electronics_Product_20,2,493.19,986.38
337,104,Electronics,Electronics_Product_30,3,191.9,575.7
338,105,Electronics,Electronics_Product_23,3,313.22,939.66
339,106,Clothing,Clothing_Product_49,1,149.46,149.46
340,106,Books,Books_Product_16,2,32.26,64.52
341,106,Clothing,Clothing_Product_39,2,89.89,179.78
342,106,Books,Books_Product_14,2,14.94,29.88
343,106,Electronics,Electronics_Product_12,2,99.78,199.56
344,107,Sports,Sports_Product_36,2,197.27,394.54
345,107,Clothing,Clothing_Product_39,2,117.67,235.34
346,108,Clothing,Clothing_Product_43,1,67.21,67.21
347,108,Sports,Sports_Product_21,3,193.04,579.12
348,108,Clothing,Clothing_Product_26,1,89.23,89.23
349,109,Sports,Sports_Product_11,2,75.1,150.2
350,109,Books,Books_Product_1,2,17.11,34.22
351,109,Clothing,Clothing_Product_42,2,63.43,126.86
352,109,Electronics,Electronics_Product_38,2,458.28,916.56
353,110,Books,Books_Product_2,3,26.41,79.23
354,110,Home & Garden,Home & Garden_Product_33,3,67.41,202.23
355,110,Books,Books_Product_27,3,33.98,101.94
356,110,Books,Books_Product_11,1,23.0,23.0
357,111,Home & Garden,Home & Garden_Product_2,2,214.78,429.56
358,111,Home & Garden,Home & Garden_Product_25,3,268.55,805.65
359,111,Home & Garden,Home & Garden_Product_30,1,263.13,263.13
360,111,Clothing,Clothing_Product_31,1,133.7,133.7
361,111,Books,Books_Product_9,2,46.86,93.72
362,112,Electronics,Electronics_Product_30,3,63.9,191.7
363,112,Clothing,Clothing_Product_16,2,108.88,217.76
364,112,Sports,Sports_Product_42,3,195.24,585.72
365,113,Sports,Sports_Product_16,1,171.63,171.63
366,114,Home & Garden,Home & Garden_Product_3,3,48.86,146.58
367,114,Home & Garden,Home & Garden_Product_31,3,139.71,419.13
368,114,Sports,Sports_Product_17,2,37.31,74.62
369,114,Sports,Sports_Product_50,3,119.03,357.09
370,115,Home & Garden,Home & Garden_Product_29,1,174.23,174.23
371,115,Clothing,Clothing_Product_26,2,114.38,228.76
372,115,Sports,Sports_Product_24,1,151.9,151.9
373,115,Clothing,Clothing_Product_42,3,140.56,421.68
374,115,Clothing,Clothing_Product_10,1,122.37,122.37
375,116,Sports,Sports_Product_47,1,126.47,126.47
376,116,Electronics,Electronics_Product_10,2,235.8,471.6
377,116,Books,Books_Product_17,1,41.82,41.82
378,117,Clothing,Clothing_Product_46,2,110.18,220.36
379,118,Sports,Sports_Product_19,2,157.47,314.94
380,118,Home & Garden,Home & Garden_Product_45,2,119.28,238.56
381,118,Electronics,Electronics_Product_49,1,173.88,173.88
382,118,Electronics,Electronics_Product_15,1,284.8,284.8
383,119,Home & Garden,Home & Garden_Product_46,2,222.73,445.46
384,119,Electronics,Electronics_Product_46,2,335.25,670.5
385,119,Clothing,Clothing_Product_45,3,58.33,174.99
386,120,Electronics,Electronics_Product_17,2,181.55,363.1
387,120,Home & Garden,Home & Garden_Product_38,1,37.56,37.56
388,121,Electronics,Electronics_Product_47,2,55.43,110.86
389,121,Clothing,Clothing_Product_26,3,133.13,399.39
390,121,Clothing,Clothing_Product_42,2,137.0,274.0
391,122,Home & Garden,Home & Garden_Product_24,3,165.3,495.9
392,122,Clothing,Clothing_Product_11,3,140.39,421.17
393,123,Clothing,Clothing_Product_1,2,82.92,165.84
394,123,Home & Garden,Home & Garden_Product_20,1,47.48,47.48
395,123,Electronics,Electronics_Product_50,3,117.54,352.62
396,123,Home & Garden,Home & Garden_Product_23,1,62.29,62.29
397,123,Clothing,Clothing_Product_1,3,94.02,282.06
398,124,Sports,Sports_Product_43,2,154.74,309.48
399,124,Electronics,Electronics_Product_33,2,331.88,663.76
400,124,Electronics,Electronics_Product_48,3,298.98,896.94
401,124,Clothing,Clothing_Product_29,1,30.33,30.33
402,124,Home & Garden,Home & Garden_Product_48,2,96.95,193.9
403,125,Home & Garden,Home & Garden_Product_15,1,205.72,205.72
404,125,Home & Garden,Home & Garden_Product_39,1,153.14,153.14
405,126,Home & Garden,Home & Garden_Product_47,1,54.67,54.67
406,126,Sports,Sports_Product_34,1,36.14,36.14
407,126,Clothing,Clothing_Product_38,1,47.01,47.01
408,127,Clothing,Clothing_Product_21,1,32.78,32.78
409,127,Sports,Sports_Product_8,2,37.78,75.56
410,127,Clothing,Clothing_Product_35,1,81.88,81.88
411,127,Home & Garden,Home & Garden_Product_37,2,191.54,383.08
412,127,Electronics,Electronics_Product_47,1,243.39,243.39
413,128,Sports,Sports_Product_40,3,59.09,177.27
414,128,Sports,Sports_Product_49,2,198.64,397.28
415,128,Clothing,Clothing_Product_12,3,55.2,165.6
416,128,Clothing,Clothing_Product_42,2,82.83,165.66
417,129,Electronics,Electronics_Product_18,2,289.49,578.98
418,129,Home & Garden,Home & Garden_Product_29,3,165.83,497.49
419,129,Electronics,Electronics_Product_32,1,390.48,390.48
420,130,Clothing,Clothing_Product_32,2,146.67,293.34
421,131,Electronics,Electronics_Product_20,3,392.2,1176.6
422,131,Electronics,Electronics_Product_41,2,437.91,875.82
423,132,Sports,Sports_Product_49,1,58.88,58.88
424,132,Electronics,Electronics_Product_21,2,188.24,376.48
425,132,Sports,Sports_Product_20,3,107.58,322.74
426,132,Books,Books_Product_10,3,18.41,55.23
427,132,Clothing,Clothing_Product_11,2,44.95,89.9
428,133,Home & Garden,Home & Garden_Product_31,3,72.43,217.29
429,133,Home & Garden,Home & Garden_Product_18,3,242.96,728.88
430,134,Books,Books_Product_24,2,28.88,57.76
431,134,Electronics,Electronics_Product_48,2,200.17,400.34
432,135,Clothing,Clothing_Product_49,2,75.29,150.58
433,135,Clothing,Clothing_Product_4,2,119.09,238.18
434,135,Books,Books_Product_30,1,24.14,24.14
435,136,Electronics,Electronics_Product_43,1,366.95,366.95
436,136,Home & Garden,Home & Garden_Product_2,2,109.6,219.2
437,136,Clothing,Clothing_Product_36,2,122.82,245.64
438,137,Home & Garden,Home & Garden_Product_33,3,245.32,735.96
439,137,Clothing,Clothing_Product_16,1,55.62,55.62
440,137,Electronics,Electronics_Product_38,3,375.28,1125.84
441,137,Clothing,Clothing_Product_50,1,146.25,146.25
442,137,Home & Garden,Home & Garden_Product_32,3,215.71,647.13
443,138,Electronics,Electronics_Product_4,2,323.02,646.04
444,138,Electronics,Electronics_Product_35,2,337.83,675.66
445,139,Clothing,Clothing_Product_9,2,56.95,113.9
446,139,Sports,Sports_Product_27,3,37.95,113.85
447,139,Sports,Sports_Product_20,3,177.94,533.82
448,140,Electronics,Electronics_Product_21,1,89.6,89.6
449,140,Home & Garden,Home & Garden_Product_36,2,235.95,471.9
450,140,Clothing,Clothing_Product_9,1,57.88,57.88
451,140,Sports,Sports_Product_46,3,36.9,110.7
452,140,Home & Garden,Home & Garden_Product_50,2,288.44,576.88
453,141,Home & Garden,Home & Garden_Product_30,2,88.0,176.0
454,141,Electronics,Electronics_Product_44,1,212.99,212.99
455,141,Books,Books_Product_48,3,20.36,61.08
456,141,Books,Books_Product_27,3,15.61,46.83
457,142,Clothing,Clothing_Product_34,1,83.23,83.23
458,142,Electronics,Electronics_Product_2,2,495.34,990.68
459,142,Home & Garden,Home & Garden_Product_21,3,298.83,896.49
460,142,Sports,Sports_Product_22,3,111.1,333.3
461,143,Home & Garden,Home & Garden_Product_50,3,182.63,547.89
462,144,Clothing,Clothing_Product_37,1,123.82,123.82
463,145,Home & Garden,Home & Garden_Product_50,1,298.1,298.1
464,145,Home & Garden,Home & Garden_Product_29,2,250.79,501.58
465,145,Sports,Sports_Product_42,1,199.01,199.01
466,145,Clothing,Clothing_Product_22,3,43.62,130.86
467,146,Clothing,Clothing_Product_2,2,110.04,220.08
468,146,Clothing,Clothing_Product_25,3,58.2,174.6
469,146,Electronics,Electronics_Product_10,2,151.35,302.7
470,146,Electronics,Electronics_Product_50,3,150.3,450.9
471,147,Clothing,Clothing_Product_50,1,104.97,104.97
472,147,Sports,Sports_Product_37,3,186.94,560.82
473,147,Electronics,Electronics_Product_20,1,397.85,397.85
474,148,Electronics,Electronics_Product_50,1,290.04,290.04
475,148,Electronics,Electronics_Product_21,1,206.83,206.83
476,149,Books,Books_Product_20,1,36.33,36.33
477,149,Electronics,Electronics_Product_14,1,495.95,495.95
478,149,Sports,Sports_Product_8,2,29.78,59.56
479,150,Electronics,Electronics_Product_14,3,440.39,1321.17
