order_id,customer_id,order_date,status,order_total
44,4,2025-08-11 14:26:25.539703,Completed,409.44
45,4,2025-05-01 14:26:25.539751,Cancelled,231.57
46,4,2025-07-14 14:26:25.539797,Completed,122.37
47,4,2026-02-04 14:26:25.539861,Completed,715.01
48,4,2025-07-25 14:26:25.539913,Completed,1220.17
49,4,2025-09-25 14:26:25.539969,Completed,2091.51
50,4,2025-08-25 14:26:25.540036,Completed,2072.45
51,5,2026-01-05 14:26:25.540600,Completed,660.8299999999999
52,5,2025-10-11 14:26:25.540715,Completed,78.2
53,5,2025-08-30 14:26:25.540802,Completed,2037.92
54,5,2025-04-07 14:26:25.540860,Cancelled,645.87
55,5,2025-07-18 14:26:25.540919,Completed,1856.3000000000002
56,6,2025-06-01 14:26:25.541448,Completed,535.18
57,6,2026-02-19 14:26:25.541568,Completed,1079.85
58,6,2025-07-20 14:26:25.541638,Completed,1521.05
59,6,2026-01-23 14:26:25.541715,Completed,496.84999999999997
60,6,2025-09-29 14:26:25.541778,Completed,1423.3899999999999
61,6,2025-10-31 14:26:25.541849,Completed,1944.16
62,6,2025-09-25 14:26:25.541905,Completed,1452.26
63,6,2026-01-09 14:26:25.541951,Completed,1212.94
64,7,2025-10-23 14:26:25.542450,Completed,376.20000000000005
65,7,2024-11-21 14:26:25.542567,Completed,578.94
66,7,2025-01-19 14:26:25.542635,Completed,636.97
67,7,2025-03-01 14:26:25.542688,Completed,1968.72
68,7,2025-03-26 14:26:25.542739,Completed,1412.3600000000001
69,7,2025-09-26 14:26:25.542808,Completed,336.87
70,7,2025-07-19 14:26:25.542891,Completed,73.56
71,7,2025-01-31 14:26:25.542963,Completed,1114.62
72,7,2025-04-21 14:26:25.543014,Completed,1032.74
73,7,2024-12-09 14:26:25.543063,Completed,475.95
74,7,2025-02-10 14:26:25.543108,Cancelled,265.56
75,7,2024-12-07 14:26:25.543161,Cancelled,639.62
76,7,2025-03-11 14:26:25.543224,Cancelled,1616.69
77,8,2025-06-27 14:26:25.543964,Completed,1361.6399999999999
78,8,2026-01-27 14:26:25.544150,Completed,906.86
79,8,2025-11-08 14:26:25.544229,Returned,104.42
80,8,2025-08-23 14:26:25.544298,Completed,548.16
81,8,2025-04-12 14:26:25.544366,Completed,958.02
82,8,2025-07-30 14:26:25.544429,Completed,852.01
83,8,2026-02-01 14:26:25.544506,Completed,768.01
84,8,2026-03-21 14:26:25.544560,Cancelled,1126.8400000000001
85,8,2025-05-17 14:26:25.544606,Completed,729.44
86,8,2025-05-28 14:26:25.544674,Completed,1917.79
87,8,2025-12-03 14:26:25.544726,Completed,781.75
88,8,2025-04-06 14:26:25.544789,Completed,1058.47
89,8,2026-01-13 14:26:25.544838,Completed,344.06
90,8,2025-10-27 14:26:25.544883,Completed,767.26
91,8,2025-06-26 14:26:25.544927,Completed,493.3
92,8,2026-03-28 14:26:25.544981,Returned,887.0699999999999
93,8,2025-06-26 14:26:25.545042,Completed,424.32
94,8,2025-09-08 14:26:25.545089,Completed,376.55
95,8,2026-02-16 14:26:25.545145,Completed,975.03
96,8,2025-12-10 14:26:25.545211,Completed,126.46
97,8,2026-02-05 14:26:25.545258,Completed,866.64
98,9,2025-08-17 14:26:25.545803,Completed,2711.33
99,9,2025-02-21 14:26:25.545906,Completed,100.85
100,9,2025-06-07 14:26:25.545962,Completed,1476.73
101,9,2025-02-16 14:26:25.546013,Cancelled,577.71
102,9,2024-11-07 14:26:25.546074,Completed,936.9100000000001
103,9,2025-06-17 14:26:25.546136,Completed,503.25
104,10,2025-07-13 14:26:25.546653,Completed,2118.76
105,10,2025-03-26 14:26:25.546766,Completed,939.66
106,10,2025-02-05 14:26:25.546835,Completed,623.2
107,10,2025-09-01 14:26:25.546890,Cancelled,629.88
108,10,2025-05-02 14:26:25.546940,Cancelled,735.5600000000001
109,10,2025-08-09 14:26:25.546990,Completed,1227.84
110,10,2025-01-12 14:26:25.547040,Returned,406.4
111,10,2025-02-27 14:26:25.547087,Completed,1725.76
112,10,2025-09-06 14:26:25.547134,Completed,995.1800000000001
113,10,2025-10-10 14:26:25.547198,Completed,171.63
114,10,2025-06-26 14:26:25.547253,Cancelled,997.4200000000001
115,10,2025-04-16 14:26:25.547299,Completed,1098.94
116,11,2026-03-16 14:26:25.547798,Completed,639.8900000000001
117,11,2025-10-24 14:26:25.547903,Completed,220.36
118,11,2025-10-16 14:26:25.547968,Completed,1012.1800000000001
119,11,2025-05-21 14:26:25.548021,Completed,1290.95
120,11,2025-05-25 14:26:25.548075,Cancelled,400.66
121,11,2025-04-14 14:26:25.548127,Completed,784.25
122,11,2025-07-10 14:26:25.548177,Completed,917.0699999999999
123,12,2025-06-21 14:26:25.548655,Returned,910.29
124,12,2025-08-31 14:26:25.548758,Completed,2094.41
125,12,2025-09-06 14:26:25.548818,Returned,358.86
126,12,2025-05-17 14:26:25.548868,Completed,137.82
127,12,2025-05-21 14:26:25.548918,Completed,816.69
128,12,2025-08-14 14:26:25.548967,Completed,905.81
129,12,2025-07-05 14:26:25.549012,Cancelled,1466.95
130,12,2025-09-12 14:26:25.549057,Completed,293.34
131,12,2025-11-19 14:26:25.549120,Completed,2052.42
132,12,2025-03-03 14:26:25.549164,Completed,903.23
133,12,2025-10-24 14:26:25.549207,Completed,946.17
134,12,2025-05-07 14:26:25.549250,Completed,458.09999999999997
135,12,2025-08-11 14:26:25.549292,Completed,412.90000000000003
136,12,2025-10-27 14:26:25.549334,Cancelled,831.79
137,12,2025-07-28 14:26:25.549394,Completed,2710.7999999999997
138,13,2025-07-21 14:26:25.549887,Completed,1321.6999999999998
139,13,2025-03-24 14:26:25.549971,Completed,761.57
140,13,2025-09-06 14:26:25.550026,Cancelled,1306.96
141,13,2025-09-04 14:26:25.550076,Completed,496.9
142,13,2025-04-15 14:26:25.550123,Completed,2303.7
143,13,2025-04-21 14:26:25.550169,Completed,547.89
144,13,2026-01-02 14:26:25.550215,Completed,123.82
145,13,2025-07-10 14:26:25.550259,Completed,1129.55
146,13,2026-03-02 14:26:25.550304,Completed,1148.28
147,13,2026-01-15 14:26:25.550348,Completed,1063.64
148,13,2025-07-06 14:26:25.550391,Completed,496.87
149,13,2025-05-22 14:26:25.550434,Completed,591.8399999999999
150,13,2025-10-02 14:26:25.550522,Completed,1789.39
151,13,2026-01-28 14:26:25.550579,Completed,3119.33
152,13,2025-08-07 14:26:25.550645,Completed,775.6
153,13,2026-01-28 14:26:25.550693,Completed,62.97
154,13,2025-06-24 14:26:25.550739,Completed,486.15
155,13,2025-07-30 14:26:25.550781,Completed,394.75
156,13,2026-03-13 14:26:25.550823,Completed,829.3
157,13,2026-01-06 14:26:25.550866,Completed,671.83
158,13,2025-08-23 14:26:25.550926,Completed,166.06
159,13,2025-04-19 14:26:25.550974,Completed,195.53
160,13,2025-12-31 14:26:25.551018,Completed,97.9
161,13,2026-02-10 14:26:25.551061,Completed,57.16
162,13,2025-07-23 14:26:25.551104,Completed,1874.07
163,14,2025-04-11 14:26:25.551608,Completed,973.61
164,14,2026-01-27 14:26:25.551717,Completed,847.04
165,14,2025-09-22 14:26:25.551783,Completed,565.69
166,14,2025-03-29 14:26:25.551834,Returned,1727.04
167,14,2025-06-09 14:26:25.551882,Completed,1191.19
168,15,2025-02-28 14:26:25.552307,Completed,171.39999999999998
169,15,2025-01-31 14:26:25.552404,Completed,2137.93
170,15,2025-10-17 14:26:25.552476,Completed,323.13
171,15,2024-12-23 14:26:25.552550,Completed,1550.6799999999998
172,15,2025-09-30 14:26:25.552609,Completed,1223.3
173,15,2025-07-07 14:26:25.552676,Completed,600.18
174,15,2024-12-16 14:26:25.552730,Cancelled,1259.85
175,15,2024-11-19 14:26:25.552790,Completed,1247.69
176,15,2025-06-10 14:26:25.552851,Completed,1864.26
177,15,2025-07-11 14:26:25.552897,Completed,1112.27
178,16,2024-09-29 14:26:25.553315,Completed,646.48
179,17,2024-06-30 14:26:25.553759,Completed,2855.6800000000003
180,17,2024-11-19 14:26:25.553846,Completed,1661.04
181,17,2024-02-23 14:26:25.553930,Completed,920.76
182,18,2025-10-17 14:26:25.554336,Completed,531.8399999999999
183,18,2026-03-04 14:26:25.554416,Completed,1079.95
184,18,2025-11-02 14:26:25.554482,Completed,430.67999999999995
185,19,2025-12-23 14:26:25.554925,Completed,849.05
186,19,2025-11-02 14:26:25.555040,Cancelled,1358.97
187,19,2025-06-09 14:26:25.555111,Cancelled,867.94
188,19,2025-08-09 14:26:25.555165,Completed,638.4200000000001
189,19,2025-05-22 14:26:25.555219,Completed,1700.55
190,20,2024-10-28 14:26:25.555662,Completed,736.0999999999999
191,21,2025-09-02 14:26:25.556105,Completed,1111.54
192,21,2025-05-03 14:26:25.556219,Cancelled,1178.34
193,21,2025-04-01 14:26:25.556283,Completed,2065.75
194,21,2025-11-13 14:26:25.556335,Completed,966.22
195,21,2025-07-05 14:26:25.556401,Completed,163.64
196,21,2025-05-22 14:26:25.556449,Completed,694.8
197,21,2026-01-02 14:26:25.556535,Completed,952.05
198,21,2025-11-18 14:26:25.556585,Cancelled,1089.45
199,21,2025-07-23 14:26:25.556630,Completed,1450.86
200,21,2025-04-24 14:26:25.556674,Completed,179.43
201,21,2025-11-06 14:26:25.556722,Returned,628.76
202,21,2025-07-24 14:26:25.556769,Completed,1328.56
203,21,2025-11-06 14:26:25.556813,Completed,1818.83
204,21,2025-04-09 14:26:25.556856,Completed,1232.13
205,21,2026-03-12 14:26:25.556900,Completed,349.65
206,21,2025-07-21 14:26:25.556947,Cancelled,2789.04
207,21,2025-10-20 14:26:25.556999,Completed,356.18
208,21,2025-04-04 14:26:25.557048,Cancelled,1417.39
209,21,2025-06-10 14:26:25.557117,Completed,44.14
210,21,2025-12-26 14:26:25.557171,Cancelled,239.34
211,21,2026-02-07 14:26:25.557240,Completed,640.36
212,21,2025-08-02 14:26:25.557312,Completed,958.32
213,21,2025-09-21 14:26:25.557394,Completed,742.41
214,21,2025-05-20 14:26:25.557474,Returned,876.62
215,21,2025-10-14 14:26:25.557564,Completed,406.04
216,21,2025-04-23 14:26:25.557631,Completed,1849.16
217,21,2025-08-11 14:26:25.557700,Completed,34.21
218,21,2025-03-28 14:26:25.557769,Completed,1015.84
219,21,2025-11-08 14:26:25.557836,Cancelled,262.49
220,21,2025-07-26 14:26:25.557901,Completed,834.64
221,21,2025-10-13 14:26:25.557958,Completed,1527.72
222,21,2025-12-05 14:26:25.558002,Completed,1519.58
223,21,2025-09-01 14:26:25.558044,Completed,1071.41
224,21,2025-07-12 14:26:25.558086,Completed,1253.6
225,22,2025-06-12 14:26:25.558835,Completed,922.77
226,22,2025-09-29 14:26:25.559015,Completed,1439.34
227,22,2025-06-10 14:26:25.559106,Completed,849.5799999999999
228,22,2025-10-31 14:26:25.559164,Completed,1326.76
229,22,2025-04-07 14:26:25.559227,Completed,252.68
230,22,2025-10-31 14:26:25.559293,Completed,1473.68
231,22,2026-03-20 14:26:25.559353,Completed,1679.96
232,22,2025-04-28 14:26:25.559581,Completed,681.9699999999999
233,22,2025-09-10 14:26:25.559771,Cancelled,992.43
234,22,2025-11-11 14:26:25.559860,Cancelled,1480.77
235,22,2026-03-27 14:26:25.559933,Completed,461.12
236,22,2025-06-15 14:26:25.559997,Completed,137.76
237,22,2025-04-14 14:26:25.560048,Cancelled,1364.58
238,22,2026-03-06 14:26:25.560102,Completed,72.24
239,22,2025-05-25 14:26:25.560161,Completed,1269.0
240,22,2025-07-20 14:26:25.560208,Completed,46.75
241,22,2025-11-05 14:26:25.560253,Completed,265.52
242,22,2025-12-04 14:26:25.560298,Completed,26.69
243,22,2025-05-25 14:26:25.560342,Completed,826.1499999999999
244,22,2025-10-02 14:26:25.560385,Returned,337.26
245,22,2025-12-09 14:26:25.560428,Cancelled,543.92
246,22,2025-05-10 14:26:25.560483,Completed,101.31
247,23,2025-03-31 14:26:25.561036,Completed,836.49
248,23,2025-04-10 14:26:25.561124,Completed,1802.78
249,23,2025-03-30 14:26:25.561188,Completed,1727.86
250,23,2026-01-02 14:26:25.561250,Completed,936.58
251,23,2025-04-26 14:26:25.561298,Completed,2008.6100000000001
252,23,2026-01-23 14:26:25.561344,Cancelled,1120.21
253,23,2025-04-26 14:26:25.561389,Completed,1455.7399999999998
254,23,2025-04-17 14:26:25.561434,Completed,158.64
255,23,2026-02-21 14:26:25.561516,Cancelled,121.74
256,23,2025-10-06 14:26:25.561573,Completed,907.56
257,23,2025-07-31 14:26:25.561619,Completed,67.56
258,23,2026-02-24 14:26:25.561667,Completed,1130.72
259,23,2025-05-21 14:26:25.561714,Completed,1998.0700000000002
260,23,2025-09-08 14:26:25.561770,Completed,437.7
261,23,2026-01-05 14:26:25.561815,Completed,726.29
262,23,2026-01-26 14:26:25.561858,Completed,180.74
263,23,2025-10-13 14:26:25.561901,Cancelled,1742.29
264,24,2025-12-09 14:26:25.562446,Completed,1388.81
265,24,2025-11-26 14:26:25.562601,Completed,751.7900000000001
266,24,2025-12-31 14:26:25.562669,Completed,1795.08
267,24,2025-06-05 14:26:25.562735,Completed,511.06
268,24,2025-09-02 14:26:25.562807,Completed,390.32
269,24,2025-06-10 14:26:25.562856,Completed,1739.56
270,24,2025-06-25 14:26:25.562920,Completed,794.12
271,24,2025-10-20 14:26:25.562982,Completed,154.7
272,25,2025-09-29 14:26:25.563440,Completed,1809.44
273,25,2025-09-07 14:26:25.563561,Completed,129.39
274,25,2025-12-31 14:26:25.563619,Completed,363.37
275,25,2025-07-03 14:26:25.563669,Returned,1343.23
276,25,2026-01-20 14:26:25.563718,Completed,1796.68
277,25,2025-12-17 14:26:25.563764,Completed,1282.61
278,25,2025-11-04 14:26:25.563809,Completed,1091.49
279,25,2025-03-18 14:26:25.563854,Completed,522.95
280,25,2025-03-19 14:26:25.563899,Completed,65.75
281,25,2025-08-08 14:26:25.563944,Completed,587.87
282,25,2025-05-18 14:26:25.563989,Completed,1249.46
283,25,2025-08-24 14:26:25.564033,Completed,984.39
284,26,2026-03-24 14:26:25.564478,Completed,555.4
285,26,2025-11-16 14:26:25.564613,Completed,891.52
286,26,2025-06-30 14:26:25.564679,Completed,596.79
287,26,2026-01-27 14:26:25.564740,Returned,927.54
288,26,2025-08-11 14:26:25.564795,Completed,575.3599999999999
289,26,2025-09-24 14:26:25.564842,Completed,1119.52
290,26,2025-04-21 14:26:25.564888,Completed,742.86
291,26,2025-04-21 14:26:25.564935,Completed,807.84
292,26,2025-11-17 14:26:25.564986,Completed,713.0
293,26,2025-06-05 14:26:25.565031,Completed,253.67
294,26,2025-09-17 14:26:25.565075,Completed,1070.87
295,26,2025-05-09 14:26:25.565120,Completed,1736.7
296,26,2025-09-22 14:26:25.565164,Completed,40.36
297,26,2026-02-04 14:26:25.565210,Completed,400.07
298,26,2025-04-20 14:26:25.565253,Completed,621.3
299,26,2025-12-02 14:26:25.565309,Completed,1185.74
300,26,2025-08-02 14:26:25.565372,Completed,932.51
301,26,2026-03-19 14:26:25.565418,Completed,842.27
302,26,2025-05-18 14:26:25.565469,Completed,337.92
303,26,2025-06-17 14:26:25.565553,Completed,2902.5299999999997
304,26,2025-10-15 14:26:25.565606,Completed,1746.29
305,26,2025-05-23 14:26:25.565654,Cancelled,914.3
306,26,2025-12-08 14:26:25.565702,Completed,619.6
307,26,2025-05-04 14:26:25.565750,Completed,148.68
308,26,2026-02-27 14:26:25.565795,Completed,1253.36
309,26,2025-05-10 14:26:25.565839,Completed,1358.52
310,26,2025-08-06 14:26:25.565883,Completed,1208.98
311,26,2025-04-07 14:26:25.565925,Completed,1432.99
312,26,2025-10-28 14:26:25.565969,Cancelled,1650.84
313,26,2025-05-03 14:26:25.566014,Completed,1764.2800000000002
314,26,2025-09-03 14:26:25.566057,Completed,926.49
315,26,2026-01-31 14:26:25.566101,Returned,735.4200000000001
316,26,2026-01-19 14:26:25.566143,Completed,2007.4899999999998
317,26,2026-03-08 14:26:25.566185,Completed,370.73
318,26,2026-03-12 14:26:25.566227,Completed,124.17
319,26,2025-10-27 14:26:25.566269,Completed,593.64
320,26,2025-07-22 14:26:25.566310,Completed,37.47
321,26,2026-01-31 14:26:25.566352,Cancelled,1198.53
322,26,2026-02-10 14:26:25.566397,Completed,413.90999999999997
323,26,2025-12-01 14:26:25.566458,Completed,430.42
324,27,2024-10-29 14:26:25.567208,Completed,1064.71
325,27,2024-12-11 14:26:25.567366,Completed,877.9100000000001
326,27,2024-07-10 14:26:25.567481,Returned,1056.7
327,28,2024-03-22 14:26:25.585217,Completed,603.1800000000001
328,28,2023-12-27 14:26:25.585360,Completed,991.95
329,28,2024-08-04 14:26:25.585458,Completed,558.79
330,29,2025-04-02 14:26:25.586077,Completed,662.18
331,29,2025-01-27 14:26:25.586195,Completed,936.7
332,29,2025-05-14 14:26:25.586279,Completed,95.68
333,29,2025-07-18 14:26:25.586360,Completed,243.7
334,29,2025-11-22 14:26:25.586440,Completed,554.13
335,29,2024-12-20 14:26:25.586549,Completed,272.66
336,29,2025-06-02 14:26:25.586626,Completed,633.16
337,29,2025-08-19 14:26:25.586695,Completed,665.14
338,29,2025-04-25 14:26:25.586764,Completed,1294.0500000000002
339,29,2025-04-25 14:26:25.586831,Completed,1223.38
340,29,2025-08-10 14:26:25.586897,Completed,401.80999999999995
341,29,2025-06-06 14:26:25.586965,Completed,92.3
342,29,2025-10-19 14:26:25.587031,Completed,1453.85
343,29,2024-12-22 14:26:25.587097,Completed,1251.9
344,29,2025-06-03 14:26:25.587166,Completed,1137.33
345,30,2025-02-19 14:26:25.587714,Cancelled,1762.1499999999999
346,30,2025-04-22 14:26:25.587854,Completed,143.96
347,30,2025-06-05 14:26:25.587947,Completed,771.82
348,30,2025-07-10 14:26:25.588023,Completed,513.64
349,31,2025-07-17 14:26:25.588536,Completed,1312.88
350,31,2024-12-09 14:26:25.588648,Completed,693.71
351,31,2024-12-10 14:26:25.588736,Completed,297.93
352,31,2025-01-01 14:26:25.588802,Cancelled,1455.73
353,31,2025-10-23 14:26:25.588869,Completed,136.3
354,31,2025-10-08 14:26:25.588940,Cancelled,1480.02
355,32,2025-06-10 14:26:25.589518,Completed,381.84
356,32,2025-12-11 14:26:25.589632,Completed,1110.94
357,32,2026-02-19 14:26:25.589689,Cancelled,1880.71
358,32,2025-06-16 14:26:25.589764,Completed,1834.0500000000002
359,33,2025-11-17 14:26:25.590275,Completed,1792.3899999999999
360,33,2025-09-29 14:26:25.590362,Completed,314.46
361,33,2025-12-31 14:26:25.590417,Completed,45.12
362,33,2025-05-15 14:26:25.590477,Completed,1217.6100000000001
363,33,2026-03-15 14:26:25.590551,Completed,285.46000000000004
364,33,2025-10-26 14:26:25.590600,Completed,419.58000000000004
365,33,2026-01-01 14:26:25.590646,Completed,1813.2199999999998
366,33,2026-01-09 14:26:25.590693,Completed,1793.4
367,33,2025-06-13 14:26:25.590741,Completed,1335.51
368,33,2025-11-08 14:26:25.590787,Completed,999.49
369,33,2025-12-17 14:26:25.590832,Completed,1618.79
370,33,2026-01-19 14:26:25.590876,Completed,289.24
371,33,2025-04-12 14:26:25.590918,Completed,1049.3
372,33,2026-03-03 14:26:25.590961,Completed,820.25
373,33,2026-01-08 14:26:25.591008,Completed,774.46
374,33,2026-03-09 14:26:25.591073,Completed,652.58
375,33,2025-09-14 14:26:25.591125,Completed,44.93
376,34,2026-03-01 14:26:25.591673,Completed,328.04
377,34,2025-12-10 14:26:25.591809,Completed,252.21
378,34,2025-10-25 14:26:25.591900,Completed,2340.38
379,34,2026-02-11 14:26:25.591978,Completed,190.22
380,34,2026-01-04 14:26:25.592051,Completed,1307.96
381,34,2025-08-06 14:26:25.592120,Completed,1566.89
382,34,2025-06-13 14:26:25.592189,Cancelled,1607.29
383,34,2026-01-10 14:26:25.592263,Cancelled,1253.47
384,34,2026-02-05 14:26:25.592329,Completed,323.8
385,34,2025-07-09 14:26:25.592396,Completed,2154.97
386,34,2025-07-23 14:26:25.592472,Completed,1321.9499999999998
387,34,2025-09-05 14:26:25.592573,Completed,1001.96
388,34,2025-06-20 14:26:25.592646,Completed,200.85
389,34,2025-05-10 14:26:25.592712,Completed,740.46
390,34,2026-01-13 14:26:25.592779,Completed,341.25
391,34,2025-07-21 14:26:25.592845,Completed,844.01
392,34,2025-06-25 14:26:25.592910,Completed,670.04
393,35,2025-04-24 14:26:25.593514,Completed,2406.54
394,35,2025-07-04 14:26:25.593650,Completed,65.9
395,35,2025-10-24 14:26:25.593740,Cancelled,618.0
396,35,2025-08-05 14:26:25.593819,Completed,128.76
397,35,2025-05-02 14:26:25.593891,Completed,559.6700000000001
398,35,2026-03-12 14:26:25.593961,Completed,1305.4099999999999
399,35,2026-02-24 14:26:25.594029,Completed,244.98
400,35,2025-07-25 14:26:25.594097,Completed,171.56
401,35,2025-09-03 14:26:25.594181,Completed,99.24
402,35,2025-08-21 14:26:25.594252,Completed,955.8
403,35,2025-04-10 14:26:25.594320,Completed,347.31
404,35,2026-01-31 14:26:25.594395,Completed,1574.78
405,35,2025-07-19 14:26:25.594471,Completed,328.95
406,35,2025-03-28 14:26:25.594562,Completed,1135.46
407,35,2025-08-12 14:26:25.594635,Completed,266.36
408,35,2026-02-18 14:26:25.594703,Completed,732.53
409,35,2026-02-14 14:26:25.594771,Returned,706.68
410,36,2026-02-20 14:26:25.595374,Completed,587.0
411,36,2026-01-20 14:26:25.595632,Completed,458.86
412,36,2025-11-05 14:26:25.595852,Completed,71.44
413,36,2025-05-10 14:26:25.595956,Completed,50.77
414,36,2025-05-05 14:26:25.596043,Completed,2057.7
415,36,2025-05-30 14:26:25.596120,Completed,1009.14
416,36,2025-06-18 14:26:25.596176,Returned,98.61
417,37,2024-02-01 14:26:25.596774,Completed,444.77
418,37,2024-03-06 14:26:25.596906,Completed,270.64
419,38,2025-04-27 14:26:25.597419,Completed,346.15
420,38,2025-07-25 14:26:25.597556,Completed,1141.93
421,38,2026-01-11 14:26:25.597636,Completed,3737.24
422,38,2025-03-08 14:26:25.597708,Completed,531.53
423,38,2026-01-03 14:26:25.597776,Completed,86.63
424,38,2025-04-01 14:26:25.597844,Completed,1167.18
425,39,2024-05-19 14:26:25.598415,Completed,310.71000000000004
426,39,2024-01-30 14:26:25.598557,Cancelled,2155.91
427,39,2024-01-19 14:26:25.598646,Completed,151.54
428,40,2025-07-19 14:26:25.599173,Returned,634.89
429,40,2025-08-16 14:26:25.599279,Completed,768.6999999999999
430,40,2025-08-08 14:26:25.599381,Cancelled,1852.81
431,40,2026-01-19 14:26:25.599464,Completed,868.49
432,40,2025-09-29 14:26:25.599563,Completed,151.17000000000002
433,40,2025-08-02 14:26:25.599636,Returned,81.26
434,40,2025-09-29 14:26:25.599708,Completed,1452.59
435,40,2025-04-02 14:26:25.599778,Returned,1695.78
436,40,2025-10-29 14:26:25.599846,Completed,1599.21
437,40,2025-08-29 14:26:25.599914,Completed,284.55
438,40,2025-12-20 14:26:25.599982,Completed,971.27
439,40,2025-03-22 14:26:25.600048,Completed,366.96000000000004
440,40,2025-07-09 14:26:25.600116,Completed,313.7
441,40,2026-02-02 14:26:25.600180,Completed,831.16
442,41,2025-09-01 14:26:25.600786,Completed,2204.31
443,41,2026-02-20 14:26:25.600919,Completed,1987.6
444,41,2025-10-02 14:26:25.601008,Completed,83.46
445,41,2026-02-03 14:26:25.601086,Completed,1748.74
446,41,2025-06-30 14:26:25.601375,Completed,1256.8700000000001
447,41,2026-03-11 14:26:25.601548,Completed,1138.74
448,41,2025-06-14 14:26:25.601650,Completed,532.2
449,41,2025-06-27 14:26:25.601739,Completed,995.85
450,41,2025-06-27 14:26:25.601819,Completed,1061.58
451,41,2025-10-24 14:26:25.601912,Completed,985.1
452,41,2025-05-02 14:26:25.601973,Returned,164.74
453,41,2026-02-07 14:26:25.602021,Completed,1262.3
454,41,2025-09-12 14:26:25.602067,Completed,1776.91
455,41,2025-10-11 14:26:25.602114,Completed,498.05
456,41,2025-05-05 14:26:25.602161,Completed,1355.64
457,41,2025-09-06 14:26:25.602206,Completed,85.64
458,41,2026-03-15 14:26:25.602252,Completed,2145.6499999999996
459,42,2025-09-16 14:26:25.602847,Completed,2620.91
460,42,2026-01-21 14:26:25.602983,Completed,888.29
461,42,2025-05-24 14:26:25.603073,Returned,147.56
462,42,2025-06-29 14:26:25.603150,Cancelled,2535.0
463,42,2025-11-27 14:26:25.603221,Completed,138.27
464,42,2025-12-26 14:26:25.603290,Completed,1004.93
465,42,2025-04-13 14:26:25.603346,Completed,748.87
466,43,2025-08-27 14:26:25.603888,Completed,1018.78
467,43,2025-04-25 14:26:25.604019,Completed,1484.12
468,43,2025-01-10 14:26:25.604101,Completed,1221.3
469,43,2025-04-16 14:26:25.604177,Completed,81.84
470,43,2025-08-24 14:26:25.604249,Completed,968.82
471,43,2025-06-01 14:26:25.604317,Completed,361.74
472,43,2025-01-01 14:26:25.604386,Returned,660.61
473,43,2025-06-28 14:26:25.604451,Cancelled,1177.9
474,44,2024-12-12 14:26:25.604993,Completed,905.62
475,44,2024-12-16 14:26:25.605124,Completed,1932.6000000000001
476,44,2024-11-15 14:26:25.605194,Cancelled,879.8900000000001
477,44,2024-12-01 14:26:25.605270,Completed,247.04
478,44,2025-01-14 14:26:25.605324,Completed,442.35
